year_film,year_ceremony,film,count of year_ceremony,,opening_gross,usa_gross,ww_gross,imdb,metacritic,rm_critics,rm_audience,winner
2006,2007,Monster House,1,75000000,22217226,73661010,141861243,6.6,68,75,63,
2006,2007,Notes on a Scandal,4,15000000,414487,17510118,49814392,7.4,73,87,83,
2006,2007,Pan's Labyrinth,6,19000000,568641,37634615,83850267,8.2,98,95,91,
2006,2007,Pirates of the Caribbean: Dead Man's Chest,4,225000000,135634554,423315812,1066179747,7.3,53,53,72,
2006,2007,Poseidon,1,160000000,22155410,60674817,181674817,5.7,50,33,43,
2006,2007,Superman Returns,1,270000000,52535096,200081192,391081192,6,72,75,61,
2006,2007,The Black Dahlia,1,50000000,10005895,2254508,49332692,5.6,49,32,27,
2006,2007,The Departed,5,90000000,26887467,132384315,291465373,8.5,85,90,94,
2006,2007,The Devil Wears Prada,2,35000000,27537244,124740460,326706115,6.9,62,75,76,
2006,2007,The Good German,1,32000000,76817,1308696,5914908,6,49,34,33,
2006,2007,The Good Shepherd,1,110000000,9912110,59952835,100266865,6.7,61,55,51,
2006,2007,The Illusionist,1,16500000,927956,39868642,87892388,7.6,68,73,83,
2006,2007,The Last King of Scotland,1,6000000,142899,17606684,48618191,7.7,74,87,89,
2006,2007,The Lives of Others,1,2000000,223000,11286112,77356942,8.4,89,92,96,
2006,2007,The Prestige,2,40000000,14801808,53089891,109676311,8.5,66,76,92,
2006,2007,The Pursuit of Happyness,1,55000000,26541709,163566459,307127625,8,64,67,87,
2006,2007,Venus,1,3000000,35604,3347411,7321309,7.1,82,88,74,
2007,2008,12,1,4000000,12042,125120,7537453,7.7,72,77,83,
2007,2008,3:10 to Yuma,2,55000000,14035033,53606916,70016220,7.7,76,89,86,
2007,2008,Across the Universe,1,45000000,667784,24602291,29625761,7.3,56,53,82,
2007,2008,American Gangster,2,100000000,43565135,130164645,269755430,7.8,76,81,85,
2007,2008,Atonement,7,30000000,784145,50927067,131016624,7.8,85,83,80,
2007,2008,August Rush,1,30000000,9421369,31664162,66122026,7.5,38,37,82,
2007,2008,Charlie Wilson's War,1,75000000,9656250,66661095,119483446,7,67,82,73,
2007,2008,Elizabeth: The Golden Age,2,55000000,6153075,16383509,75782758,6.8,45,35,59,
2007,2008,Enchanted,3,85000000,34440317,127807262,340487836,7,75,93,80,
2007,2008,Gone Baby Gone,1,19000000,2299000,20292962,34612443,7.6,72,94,86,
2007,2008,I'm Not There,1,20000000,730819,4017609,11792542,6.9,73,77,69,
2007,2008,Into the Wild,2,15000000,212440,18354356,56675895,8.1,73,83,89,
2007,2008,Juno,4,7500000,413869,143495265,232372681,7.4,81,94,88,
2007,2008,La Vie en Rose,3,25000000,179848,10301706,86274793,7.6,66,74,84,
2007,2008,Lars and the Real Girl,1,12000000,90418,5972884,11293663,7.3,70,81,84,
2007,2008,Michael Clayton,7,25000000,719910,49033882,92991835,7.2,82,91,69,
2007,2008,Mongol,1,18000000,135326,5705761,26527510,7.2,74,87,76,
2007,2008,My Love (Moya Lyubov),1,,,,,8,,,90,
2007,2008,No Country for Old Men,8,25000000,1202000,74283625,171627166,8.1,91,93,86,
2007,2008,No End in Sight,1,2000000,31533,1433319,1433319,8.2,89,96,94,
2007,2008,Norbit,1,60000000,34195434,95673607,159814490,4.1,27,9,53,
2007,2008,Once,1,150000,61901,9439923,20936722,7.8,88,97,91,
2007,2008,Persepolis,1,73000000,88826,4445756,22783978,8,90,96,92,
2007,2008,Pirates of the Caribbean: At World's End,2,300000000,114732820,309420425,960996492,7.1,50,44,72,
2007,2008,Ratatouille,5,150000000,47027395,206445654,623726085,8,96,96,87,
2007,2008,Sicko,1,9000000,68969,24540079,36163768,7.9,74,91,87,
2007,2008,Surf's Up,1,100000000,17640249,58867694,152005713,6.7,64,79,70,
2007,2008,Sweeney Todd The Demon Barber of Fleet Street,3,50000000,9300805,52898073,153383627,7.3,83,86,81,
2007,2008,Taxi to the Dark Side,1,1000000,10930,274661,294309,7.4,82,100,90,
2007,2008,The Assassination of Jesse James by the Coward Robert Ford,2,30000000,147812,3909149,15001776,7.5,68,76,75,
2007,2008,The Bourne Ultimatum,3,110000000,69283690,227471070,444100035,8,85,92,91,
2007,2008,The Golden Compass,2,180000000,26125000,70107728,372234864,6.1,51,42,51,
2007,2008,The Kite Runner,1,20000000,471713,15700078,75011029,7.6,61,65,84,
2007,2008,The Tonto Woman,1,,,,,6.9,,,69,
2007,2008,There Will Be Blood,8,25000000,190739,40222514,76181545,8.2,93,91,86,
2007,2008,Transformers,3,150000000,70502384,319246193,709709780,7,61,58,85,
2008,2009,Australia,1,130000000,14800723,49554002,211787511,6.6,53,55,65,
2008,2009,Bolt,1,150000000,26223128,114053579,309979994,6.8,67,89,74,
2008,2009,Changeling,3,55000000,489015,35739802,113398237,7.7,63,62,82,
2008,2009,Defiance,1,32000000,123513,28644813,51262751,7.2,58,58,72,
2008,2009,Doubt,5,20000000,507226,33446470,51699984,7.5,68,79,78,
2008,2009,Frost/Nixon,5,25000000,180708,18622031,27426335,7.7,80,93,88,
2008,2009,Frozen River,2,1000000,70234,2511476,5457664,7.1,82,88,74,
2008,2009,Happy-Go-Lucky,1,,73867,3512016,18696602,7,84,93,67,
2008,2009,Hellboy II: The Golden Army,1,85000000,34539115,75986503,168319243,7,78,86,71,
2008,2009,In Bruges,1,15000000,459575,7800824,34085749,7.9,67,84,87,
2008,2009,Iron Man,2,140000000,98618668,319034126,585796247,7.9,79,94,91,
2008,2009,Kung Fu Panda,1,130000000,60239130,215434591,631746197,7.6,74,87,83,
2008,2009,Milk,8,20000000,1453844,31841299,54589558,7.5,84,93,89,
2008,2009,Revolutionary Road,3,35000000,189911,22911480,75981180,7.3,69,67,71,
2008,2009,Slumdog Millionaire,10,15000000,360018,141319928,378410542,8,84,91,90,
2008,2009,The Curious Case of Benjamin Button,13,150000000,26853816,127509326,335802786,7.8,70,71,80,
2008,2009,The Dark Knight,8,185000000,158411483,534858444,1005973645,9,84,94,94,
2008,2009,The Duchess,2,13500000,190426,13848978,43343384,6.9,62,62,67,
2008,2009,The Reader,5,32000000,168051,34194407,108902486,7.6,58,63,79,
2008,2009,The Visitor,1,4000000,86488,9427089,18197518,7.6,79,89,84,
2008,2009,The Wrestler,2,6000000,202714,26238243,44734660,7.9,80,98,88,
2008,2009,Tropic Thunder,1,92000000,25812796,110515313,195702963,7,71,82,70,
2008,2009,Trouble the Water,1,900000,28606,520151,522766,7.4,83,96,86,
2008,2009,Vicky Cristina Barcelona,1,15500000,3755575,23216709,96409300,7.1,70,81,74,
2008,2009,WALL-E,6,180000000,63087526,223808164,5213311890,8.4,95,95,90,
2008,2009,Waltz with Bashir,1,1500000,50021,2283849,11179372,8,91,96,91,
2008,2009,Wanted,2,75000000,50927085,134508551,342463063,6.7,64,71,69,
2009,2010,A Prophet,1,13000000,163773,2087720,17874044,7.9,90,96,89,
2009,2010,A Serious Man,2,7000000,251337,9228768,31430334,7,84,89,68,
2009,2010,A Single Man,1,7000000,217332,9176000,24964890,7.6,77,86,81,
2009,2010,Ajami,1,1000000,35792,622403,1331651,7.3,82,97,81,
2009,2010,An Education,3,7500000,159017,12574914,26096852,7.3,85,93,80,
2009,2010,Avatar,9,237000000,77025481,760507625,2841379794,7.8,83,82,82,
2009,2010,Bright Star,1,8500000,189703,4444637,14374652,6.9,81,82,68,
2009,2010,Coco before Chanel,1,23000000,406768,6113834,50812934,6.7,65,64,57,
2009,2010,Coraline,1,60000000,16849640,75286229,124596837,7.7,80,90,73,
2009,2010,Crazy Heart,3,7000000,82664,39464306,47405566,7.2,83,90,76,
2009,2010,District 9,4,30000000,37354308,115646235,210888950,7.9,81,90,82,
2009,2010,Fantastic Mr. Fox,2,40000000,265900,21002919,46474181,7.9,83,93,85,
2009,2010,Harry Potter and the Half-Blood Prince,1,250000000,77835727,302305431,934454096,7.6,78,84,78,
2009,2010,Inglourious Basterds,8,700000000,38054676,120540719,321457747,8.3,69,89,88,
2009,2010,Invictus,2,60000000,8611147,37491364,122426792,7.3,74,76,75,
2009,2010,Julie & Julia,1,40000000,20027956,94125426,129540522,7,66,77,70,
2009,2010,Nine,4,80000000,257232,19676965,54004950,5.8,49,39,37,
2009,2010,Precious: Based on the Novel 'Push' by Sapphire,6,10000000,1872458,47566524,63649529,7.3,78,92,81,
2009,2010,Sherlock Holmes,2,90000000,62304277,209028679,524028679,7.6,57,69,77,
2009,2010,Star Trek,4,150000000,75204289,257730019,385680446,7.9,82,94,91,
2009,2010,The Blind Side,2,29000000,34119372,255959475,309208309,7.6,53,66,85,
2009,2010,The Cove,1,,57640,857005,1187434,8.4,84,95,94,
2009,2010,The Hurt Locker,9,15000000,145352,17017811,49259766,7.5,95,97,84,
2009,2010,The Imaginarium of Doctor Parnassus,2,30000000,415233,7689607,61808775,6.8,65,64,60,
2009,2010,The Last Station,2,18000000,73723,6617867,20554320,7,76,71,67,
2009,2010,The Lovely Bones,1,65000000,116616,44114232,936621340,6.7,42,32,52,
2009,2010,The Messenger,2,6500000,44523,1109660,1595417,7.1,77,90,75,
2009,2010,The Princess and the Frog,3,105000000,786190,104400899,267045765,7.1,73,85,74,
2009,2010,The Secret in Their Eyes,1,2000000,167866,6391436,35079650,8.2,80,89,93,
2009,2010,The Secret of Kells,1,8000000,39826,676775,1803412,7.6,81,90,85,
2009,2010,The White Ribbon,2,18000000,59848,2222862,19319671,7.8,82,86,79,
2009,2010,The Young Victoria,3,35000000,260591,11001272,29196409,7.3,64,76,74,
2009,2010,Transformers: Revenge of the Fallen,1,200000000,108966307,402111870,836303693,6,35,20,57,
2009,2010,Up,5,175000000,68108790,293004164,735099102,8.2,88,98,90,
2009,2010,Up in the Air,6,25000000,1181450,83823381,166842739,7.4,83,90,79,
2010,2011,127 Hours,6,18000000,264851,18335230,60738797,7.5,82,93,85,
2010,2011,Alice in Wonderland,3,200000000,116101023,334191110,1025468216,6.4,53,51,55,
2010,2011,Another Year,1,8000000,111869,3205706,19722766,7.3,80,93,74,
2010,2011,Barney's Version,1,30000000,65241,4439201,12106921,7.3,67,78,78,
2010,2011,Black Swan,5,13000000,1443809,106954678,329398046,8,79,85,84,
2010,2011,Blue Valentine,1,1000000,193728,9706328,15440333,7.4,81,86,77,
2010,2011,Country Strong,1,15000000,30452,20218921,20529194,6.3,45,22,53,
2010,2011,Hereafter,1,50000000,220322,32746941,106956330,6.4,56,47,38,
2010,2011,How to Train Your Dragon,2,165000000,43732319,217581231,494879471,8.1,75,99,91,
2010,2011,In a Better World,1,5500000,33058,1008098,13004504,7.6,65,78,86,
2010,2011,Incendies,1,6800000,50679,2071334,7099598,8.3,80,92,92,
2010,2011,Inception,8,16000000,62785337,292576195,836836967,8.8,74,87,91,
2010,2011,Inside Job,1,2000000,39649,4312735,7871522,8.2,88,98,91,
2010,2011,Iron Man 2,1,200000000,128122480,312433331,623933331,7,57,72,71,
2010,2011,Rabbit Hole,1,5000000,53778,2229058,5144717,7,76,87,72,
2010,2011,Salt,1,110000000,36011243,118311368,293503354,6.4,65,62,59,
2010,2011,Sun Come Up,1,,,,,7.3,,,67,
2010,2011,Tangled,1,260000000,48767052,200821936,592462816,7.7,71,89,87,
2010,2011,The Fighter,7,25000000,300010,93617009,129190869,7.8,79,90,89,
2010,2011,The Illusionist,1,16500000,927956,39868642,87892388,7.6,68,73,83,
2010,2011,The Kids Are All Right,4,4000000,491971,20811365,34758951,7,86,92,74,
2010,2011,The King's Speech,12,15000000,355450,138797449,427374317,8,88,94,92,
2010,2011,The Social Network,8,40000000,22445653,96962694,224920375,7.7,95,96,86,
2010,2011,The Tempest,1,20000000,42436,277943,405861,5.3,43,30,28,
2010,2011,The Town,1,37000000,23808032,92186262,154026136,7.5,74,92,85,
2010,2011,The Way Back,1,30000000,1218868,2701859,24172201,7.3,66,74,72,
2010,2011,The Wolfman,1,150000000,31479235,61979680,139789765,5.8,43,34,33,
2010,2011,Toy Story 3,5,200000000,110307189,415004880,1066970811,8.2,92,98,90,
2010,2011,Tron: Legacy,1,170000000,44026211,172062763,400062763,6.8,49,51,63,
2010,2011,True Grit,10,38000000,24830443,171243005,252276927,7.6,80,95,85,
2010,2011,Unstoppable,1,100000000,22688457,81562942,167805466,6.8,69,87,72,
2010,2011,Waste Land,1,1500000,9806,187716,291307,7.9,78,100,90,
2010,2011,Winter's Bone,4,2000000,84797,6531503,13796834,7.1,90,94,76,
2011,2012,A Better Life,1,10000000,62087,1759252,1863506,7.2,64,85,79,
2011,2012,A Separation,2,500000,59481,7099055,22926076,8.3,95,99,92,
2011,2012,Albert Nobbs,3,8000000,696088,3014696,7532259,6.7,57,56,47,
2011,2012,Anonymous,1,30000000,1021768,4463292,15395087,6.9,50,45,53,
2011,2012,Beginners,1,3200000,141340,5790894,14311701,7.2,81,85,77,
2011,2012,Bridesmaids,2,32500000,26247410,169106725,288383523,6.8,75,90,76,
2011,2012,Drive,1,15000000,11340461,35061555,77187281,7.8,78,92,79,
2011,2012,Extremely Loud & Incredibly Close,2,40000000,72348,31847881,55247881,6.9,46,45,61,
2011,2012,Harry Potter and the Deathly Hallows Part 2,3,125000000,169189427,381409310,1342223936,8.1,85,96,89,
2011,2012,Hugo,11,150000000,11364505,73864507,185770310,7.5,83,93,78,
2011,2012,Kung Fu Panda 2,1,150000000,47656302,165249063,665692281,7.2,67,81,74,
2011,2012,Margin Call,1,3500000,561906,5354039,19504039,7.1,76,87,74,
2011,2012,Midnight in Paris,4,17000000,599003,56817045,153959590,7.7,81,93,83,
2011,2012,Moneyball,6,50000000,19501302,75605492,110206216,7.6,87,94,86,
2011,2012,Puss in Boots,1,130000000,34077439,149260504,554987477,6.6,65,86,67,
2011,2012,Rango,1,135000000,38079323,123477607,245724603,7.2,75,88,69,
2011,2012,Real Steel,1,110000000,27319677,85468508,299268508,7.1,56,60,73,
2011,2012,Rio,1,90000000,39225962,143619809,483866518,6.9,63,772,71,
2011,2012,Rise of the Planet of the Apes,1,93000000,54806191,176760185,481800873,7.6,68,82,77,
2011,2012,The Adventures of Tintin,1,135000000,9720993,77591831,373993951,7.3,68,74,74,
2011,2012,The Artist,10,15000000,204878,44671682,133432856,7.9,89,95,87,
2011,2012,The Descendants,5,20000000,1190096,82584160,177243185,7.3,84,87,79,
2011,2012,The Girl with the Dragon Tattoo,5,90000000,12768604,102515793,232617430,7.8,71,87,86,
2011,2012,The Help,4,25000000,26044590,169708112,216639112,8,62,76,89,
2011,2012,The Ides of March,1,12500000,10470143,40962534,76338111,7.1,67,83,73,
2011,2012,The Iron Lady,2,13000000,220409,30017992,115890699,6.4,54,52,51,
2011,2012,The Muppets,1,45000000,29239026,88631237,165184237,7.1,75,95,80,
2011,2012,The Tree of Life,3,32000000,372920,13303319,58409247,6.8,85,84,60,
2011,2012,Transformers: Dark of the Moon,3,195000000,97852865,352390543,1123794079,6.2,42,35,55,
2011,2012,W.E.,1,15000000,47074,583455,2042203,6.3,37,12,48,
2011,2012,War Horse,6,66000000,7515402,79884879,177584879,7.2,72,74,74,
2011,2012,Warrior,1,25000000,5242107,13657115,23308615,8.2,71,83,92,
2012,2013,Amour,5,8900000,68266,6739492,29664140,7.9,94,93,82,
2012,2013,Anna Karenina,4,40600000,320690,12816367,68929150,6.6,63,63,50,
2012,2013,Argo,7,44500000,19458109,136025503,232325503,7.7,86,96,90,
2012,2013,Beasts of the Southern Wild,4,1800000,169702,12795746,21107746,7.3,86,86,76,
2012,2013,Brave,1,185000000,66323594,237283207,538983207,7.1,69,78,75,
2012,2013,Django Unchained,5,100000000,30122888,162805434,426074373,8.4,81,87,91,
2012,2013,Flight,2,31000000,24900566,93772375,161772375,7.3,76,77,75,
2012,2013,Frankenweenie,1,39000000,11412213,35291068,81493846,6.9,74,87,70,
2012,2013,Hitchcock,1,15700000,287715,6008677,27039669,6.8,55,60,60,
2012,2013,Kon-Tiki,1,16600000,22168,1517410,22842887,7.2,62,81,77,
2012,2013,Les Miserables,8,61000000,27281735,148809770,441809770,7.6,63,70,79,
2012,2013,Life of Pi,11,120000000,22451514,124987023,609016565,7.9,79,86,84,
2012,2013,Lincoln,12,65000000,944308,182207973,275283450,7.3,86,89,81,
2012,2013,Marvel's The Avengers,1,220000000,207438708,623357910,1518815515,8,69,91,91,
2012,2013,Mirror Mirror,1,85000000,18132085,64935167,183018522,5.6,46,50,44,
2012,2013,Moonrise Kingdom,1,16000000,522996,45512466,68264022,7.8,84,93,86,
2012,2013,ParaNorman,1,60000000,14087050,56003051,107139399,7,72,89,72,
2012,2013,Prometheus,1,130000000,51050101,126477084,403354469,7,64,73,68,
2012,2013,Redemption,1,20000000,19977,36895,12671109,6.2,43,49,38,
2012,2013,Silver Linings Playbook,8,21000000,443003,132092958,236412453,7.7,81,92,86,
2012,2013,Skyfall,5,200000000,88364714,304360277,1108561013,7.8,81,92,86,
2012,2013,Snow White and the Huntsman,2,170000000,56217700,155332381,396592829,6.1,57,49,52,
2012,2013,Ted,1,50000000,54415205,218815487,549368315,6.9,62,69,73,
2012,2013,The Hobbit: An Unexpected Journey,3,180000000,84617303,303003568,1017003568,7.8,58,64,83,
2012,2013,The Impossible,1,45000000,143818,19019882,198087212,7.6,73,81,84,
2012,2013,The Master,3,32000000,736311,16377274,28258060,7.2,86,84,61,
2012,2013,The Pirates! Band of Misfits,1,55000000,11137734,31051126,123054041,6.7,73,86,60,
2012,2013,The Sessions,1,1000000,113467,6002451,10656155,7.2,79,91,80,
2012,2013,War Witch,1,3500000,8714,70544,313387,7.1,84,94,78,
2012,2013,Wreck-It Ralph,1,165000000,49038712,189422889,471222889,7.7,72,87,86,
2012,2013,Zero Dark Thirty,5,40000000,417150,95720716,132820716,7.4,95,91,80,
2013,2014,12 Years a Slave,9,20000000,923715,56671993,187733202,8.1,96,95,90,
2013,2014,20 Feet from Stardom,1,1000000,54596,4946445,5839368,7.4,83,99,82,
2013,2014,All Is Lost,1,9000000,93583,6263670,13627519,6.9,87,94,63,
2013,2014,American Hustle,10,40000000,740455,150117807,251171807,7.2,90,92,74,
2013,2014,August: Osage County,2,25000000,179302,37738810,74188937,7.2,58,67,65,
2013,2014,Before Midnight,1,3000000,246914,8114627,20994648,7.9,94,98,82,
2013,2014,Blue Jasmine,3,18000000,612064,33405481,99104804,7.3,78,90,77,
2013,2014,Captain Phillips,6,55000000,25718314,107100855,218791811,7.8,82,93,89,
2013,2014,Dallas Buyers Club,6,5000000,260865,27298285,55736588,8,80,93,91,
2013,2014,Despicable Me 2,2,76000000,83517315,368065385,970766005,7.3,62,75,85,
2013,2014,Frozen,2,150000000,243390,400953009,1281019275,7.4,75,90,85,
2013,2014,Gravity,10,100000000,55785112,274092705,723192705,7.7,96,95,80,
2013,2014,Her,5,23000000,260382,25568251,48517427,8,90,94,82,
2013,2014,Inside Llewyn Davis,2,11000000,405411,13235319,32960249,7.5,93,92,74,
2013,2014,Iron Man 3,1,200000000,174144585,409013994,1214811252,7.1,62,79,78,
2013,2014,Jackass Presents: Bad Grandpa,1,15000000,32055177,102003019,151826547,6.5,54,61,60,
2013,2014,Lone Survivor,2,40000000,90872,125095601,154802912,7.5,60,75,87,
2013,2014,Mandela: Long Walk to Freedom,1,35000000,84283,8323085,27985788,7.1,60,62,68,
2013,2014,Nebraska,6,12000000,140401,17654912,27682872,7.7,87,91,83,
2013,2014,Omar,1,2100000,157000,356000,614444,7.5,75,90,84,
2013,2014,Philomena,4,12000000,128435,37709979,100129872,7.6,77,91,89,
2013,2014,Prisoners,1,46000000,20817053,61002302,122126687,8.1,70,81,87,
2013,2014,Saving Mr. Banks,1,35000000,413373,83301580,117867984,7.5,65,79,84,
2013,2014,Star Trek Into Darkness,1,190000000,70165559,228778661,467365246,7.7,72,84,89,
2013,2014,The Act of Killing,1,1000000,27450,486919,726324,8.2,91,95,85,
2013,2014,The Book Thief,1,19000000,105005,21488481,76586316,7.6,53,48,73,
2013,2014,The Croods,1,135000000,43639736,187168425,587205319,7.2,55,72,77,
2013,2014,The Grandmaster,2,38600000,132617,6594959,73906736,6.6,73,78,59,
2013,2014,The Great Gatsby,2,105000000,50085185,144840419,353642274,7.2,55,48,67,
2013,2014,The Hobbit: The Desolation of Smaug,3,225000000,73645197,258366855,958366855,7.8,66,74,85,
2013,2014,The Hunt,1,14000000,5304455,5812500,11472187,6.5,50,57,66,
2013,2014,The Lone Ranger,2,215000000,29210849,89302115,260502115,6.4,37,30,51,
2013,2014,The Square,1,1500000,16359,124244,124244,8.1,84,100,90,
2013,2014,The Wind Rises,1,30000000,313751,5209580,136533257,7.8,83,88,85,
2013,2014,The Wolf of Wall Street,5,100000000,18361578,116900694,392000694,8.2,75,79,83,
2014,2015,American Sniper,6,58800000,633456,350126372,547426372,7.3,72,72,84,
2014,2015,Begin Again,1,8000000,134064,16170632,65652908,7.4,64,83,81,
2014,2015,Beyond the Lights,1,7000000,6200284,14618727,14618727,6.9,73,83,75,
2014,2015,Big Hero 6,1,165000000,56215889,222527828,657869686,7.8,74,89,91,
2014,2015,Birdman or (The Unexpected Virtue of Ignorance),9,18000000,424397,42340598,103215094,7.7,87,91,77,
2014,2015,Boyhood,6,4000000,387618,25352281,48137666,7.9,100,97,80,
2014,2015,Captain America: The Winter Soldier,1,170000000,95023721,259766572,714421503,7.7,70,90,92,
2014,2015,Dawn of the Planet of the Apes,1,170000000,72611427,208545589,710644566,7.6,79,90,88,
2014,2015,Foxcatcher,5,24000000,270877,12096300,19206513,7,81,87,66,
2014,2015,Gone Girl,1,61000000,37513109,167767189,369330363,8.1,79,87,87,
2014,2015,Guardians of the Galaxy,2,170000000,94320883,333718600,773350147,8,76,92,92,
2014,2015,How to Train Your Dragon 2,1,145000000,49451322,177002924,621537519,7.8,76,92,90,
2014,2015,Inherent Vice,2,20000000,328184,8110975,14710975,6.7,81,73,52,
2014,2015,Interstellar,5,165000000,47510360,188020017,701729127,8.6,74,72,86,
2014,2015,Into the Woods,3,50000000,31051923,128002372,212902372,5.9,69,71,49,
2014,2015,Leviathan,1,,15200,1092800,4439481,7.6,92,97,80,
2014,2015,Maleficent,1,180000000,69410298,241410378,758411779,7,56,54,70,
2014,2015,Nightcrawler,1,8500000,10441000,32381217,47398992,7.9,76,95,85,
2014,2015,Selma,2,20000,571450,52076908,66787908,7.5,80,99,86,
2014,2015,Still Alice,1,5000000,197000,18754371,44779195,7.5,72,85,85,
2014,2015,The Boxtrolls,1,60000000,17275239,50837305,108255770,6.8,61,77,63,
2014,2015,The Grand Budapest Hotel,9,25000000,811166,59301324,172945750,8.1,88,92,86,
2014,2015,The Hobbit: The Battle of the Five Armies,1,250000000,54724334,255119788,956019788,7.4,59,59,74,
2014,2015,The Imitation Game,8,14000000,479352,91125683,233555708,8,73,89,91,
2014,2015,The Judge,1,50000000,13116226,47119388,84419388,7.4,48,49,72,
2014,2015,The Lego Movie,1,60000000,69050279,257760692,468060692,7.7,83,96,87,
2014,2015,The Theory of Everything,5,15000000,208763,35893537,123726688,7.7,72,80,84,
2014,2015,Unbroken,3,65000000,30621445,115637895,161459297,7.2,59,51,70,
2014,2015,Whiplash,5,3300000,135388,13092000,49396747,8.5,88,94,94,
2014,2015,Wild,2,15000000,606810,37880356,52501541,7.1,76,88,75,
2014,2015,Wild Tales,1,3300000,85100,3106530,30642704,8.1,77,94,92,
2014,2015,X-Men: Days of Future Past,1,200000000,90823660,233921534,746045700,7.9,75,90,91,
2015,2016,Anomalisa,1,8000000,135222,3759286,5659286,7.3,88,92,71,
2015,2016,Bridge of Spies,6,40000000,15371203,72313754,165478348,7.6,81,90,87,
2015,2016,Brooklyn,3,11000000,187281,38322743,62076141,7.5,88,97,87,
2015,2016,Carol,6,11800000,253510,12711491,40272135,7.2,94,94,74,
2015,2016,Cinderella,1,95000000,67877361,201151353,542358331,6.9,67,83,78,
2015,2016,Creed,1,35000000,29632823,109767581,173567581,7.6,82,95,89,
2015,2016,Embrace of the Serpent,1,1400000,50955,1329249,3217176,7.9,82,96,85,
2015,2016,Ex Machina,2,15000000,237264,25442958,36869414,7.7,78,92,86,
2015,2016,Fifty Shades of Grey,1,40000000,85171450,166167230,569651467,4.1,46,24,41,
2015,2016,Inside Out,2,175000000,90440272,356921711,858071350,8.1,94,98,89,
2015,2016,Joy,1,60000000,17015168,56451232,101134059,6.6,56,60,57,
2015,2016,Mad Max: Fury Road,10,150000000,45428128,154058340,376127771,8.1,90,97,86,
2015,2016,Racing Extinction,1,1500000,,,,8.3,81,81,82,
2015,2016,Room,4,13000000,118298,14677654,35401758,8.1,86,93,93,
2015,2016,Shaun the Sheep Movie,1,25000000,"4,038,962","19,375,982","106,209,378",7.3,81,99,81,
2015,2016,Sicario,3,30000000,"401,288","46,889,293","84,872,444",7.6,82,92,85,
2015,2016,Spectre,1,245000000,"70,403,148","200,074,609","883,316,273",6.8,60,63,61,
2015,2016,Spotlight,6,20000000,"295,009","45,055,776","98,690,254",8.1,93,97,93,
2015,2016,Star Wars: The Force Awakens,5,245000000,"247,966,675","936,662,225","2,068,455,661",7.9,80,93,86,
2015,2016,Steve Jobs,2,30000000,"521,522","17,766,658","34,441,873",7.2,82,85,73,
2015,2016,Straight Outta Compton,1,28000000,"60,200,180","161,197,785","201,634,991",7.8,72,89,91,
2015,2016,The Big Short,5,28000000,"705,527","70,259,870","133,440,870",7.8,81,88,88,
2015,2016,The Danish Girl,4,15000000,"187,318","11,114,018","64,191,523",7.1,66,66,72,
2015,2016,The Hateful Eight,3,44000000,"4,610,676","54,117,416","156,455,059",7.8,68,74,76,
2015,2016,The Martian,7,108000000,"54,308,575","228,433,663","630,162,235",8,80,91,91,
2015,2016,The Revenant,12,135000000,"474,560","183,637,894","532,950,503",8,76,78,84,
2015,2016,Trumbo,1,15000000,"74,177","7,857,741","11,430,025",7.5,60,74,79,
2016,2017,13 Hours: The Secret Soldiers of Benghazi,1,50000000,"16,194,738","52,853,219","69,411,370",7.3,48,51,82,
2016,2017,20th Century Women,1,7000000,"111,200","5,664,764","7,214,806",7.3,83,88,74,
2016,2017,Allied,1,85000000,"12,701,743","40,098,064","119,520,023",7.1,60,61,64,
2016,2017,Arrival,8,47000000,"24,074,047","100,546,139","203,388,186",7.9,81,94,82,
2016,2017,Deepwater Horizon,2,110000000,20223544,61433527,121790373,7.1,68,83,82,
2016,2017,Doctor Strange,1,165000000,85058311,232641920,677796076,7.5,72,89,85,
2016,2017,Fantastic Beasts and Where to Find Them,2,180000000,74403387,234037575,814044001,7.3,66,74,79,
2016,2017,Fences,4,24000000,129462,57682904,64414761,7.2,79,92,75,
2016,2017,Florence Foster Jenkins,2,29000000,6601313,27383770,49052787,6.8,71,87,68,
2016,2017,Hacksaw Ridge,6,40000000,15190758,67209615,180450918,8.1,71,84,91,
2016,2017,"Hail, Caesar!",1,22000000,11355225,30498085,63647656,6.3,72,85,44,
2016,2017,Hell or High Water,4,12000000,621329,27007844,37879877,7.6,88,96,88,
2016,2017,Hidden Figures,3,25000000,515499,169607287,236225193,7.8,74,93,93,
2016,2017,Jackie,3,9000000,278715,13960394,29777777,6.7,81,87,60,
2016,2017,Kubo and the Two Strings,2,60000000,12608372,48023088,76249438,7.8,84,97,86,
2016,2017,La La Land,14,30000000,881104,151101803,448864344,8,94,91,81,
2016,2017,Lion,6,12000000,123360,51738905,140312928,8,69,84,91,
2016,2017,Loving,1,9000000,159615,7751969,12957265,7,79,88,76,
2016,2017,Manchester by the Sea,6,9000000,256498,47695371,78988148,7.8,96,96,78,
2016,2017,Moana,2,150000000,56631401,248757044,644962539,7.6,81,95,89,
2016,2017,Moonlight,8,4000000,402075,27854932,65336603,7.4,99,98,79,
2016,2017,Nocturnal Animals,1,22500000,492648,10663357,303118577,7.5,67,73,73,
